words,value
заработный,0
заработок,-0.333333333333333
заражать,-0.666666666666667
заражаться,-1
заражение,-1.22222222222222
зараза,-1.6
зарегистрироваться,0
зарезать,-1.5
зарубежный,0
зарывать,-0.333333333333333
засада,-0.777777777777778
засасывать,-0.333333333333333
засвечиваться,-1
заседание,0
заседатель,0
засеивать,0.333333333333333
заскорузлый,-1
заскучать,-1
заслуга,0.666666666666667
заслуженно,1
заслуженный,1.33333333333333
заставлять,-0.666666666666667
застенчивый,-0.333333333333333
застойный,-1
застраховывать,0
застревать,-0.333333333333333
застреливаться,-1.33333333333333
затапливать,-0.666666666666667
затевать,-0.166666666666667
затейливый,0.666666666666667
затмевать,0
затопление,-1
затоплять,-0.666666666666667
затрагивать,0
затрата,-0.333333333333333
затратный,-2
затрачивать,-0.2
затруднение,-1.11111111111111
затруднительный,-0.6
затруднять,-1
затягивать,-0.333333333333333
затягиваться,-0.666666666666667
затяжной,-0.333333333333333
заурядный,-0.666666666666667
зафиксировать,0
захват,-1
захватчик,-1.33333333333333
захватывать,-1.33333333333333
захоронение,0
захоронить,-0.666666666666667
захотеться,0
захудалый,-1
зацеплять,0
зацикливаться,-1
зачем,0
зачем-то,-0.444444444444444
зачислять,0
зачитывать,0
зашкаливать,-0.666666666666667
защита,0.777777777777778
защитный,0.333333333333333
защищаться,0
защищенность,0.5
заявитель,0
заядлый,-1.33333333333333
звезда,1
звездный,-0.333333333333333
звереть,-1.33333333333333
зверство,-2
здание,0
здорово,0.333333333333333
здраво,1
здравомыслящий,1
здравоохранение,0
здравствовать,0.333333333333333
здравый,0.666666666666667
зебра,0
зевать,-0.2
зеландия,0
зеленый,-0.111111111111111
земельный,0
землевладелец,0
зенитный,0
зерно,0.111111111111111
зиновьев,0.333333333333333
златоуст,0
злачный,-0.666666666666667
злиться,-1
зло,-1.33333333333333
злоба,-1.5
злобный,-1.33333333333333
злободневный,-0.333333333333333
зловредный,-1.4
злодеяние,-1.66666666666667
злой,-1.33333333333333
злокачественный,-1.11111111111111
злокозненный,-1
злонамеренный,-1.33333333333333
злопамятный,-1.22222222222222
злополучный,-875
злорадный,-1.33333333333333
злостный,-2
злосчастный,-1
злоумышленник,-2
злоупотребление,-1.66666666666667
знаменательный,1
знаменитый,0.333333333333333
знатный,0.333333333333333
значение,0.444444444444444
значимость,0.333333333333333
значительный,1
значиться,0
знойный,-0.333333333333333
золото,0
золотой,0.666666666666667
зомби,-1.11111111111111
зомбировать,-1.22222222222222
зона,-0.333333333333333
зрелище,0
зрелищный,0.666666666666667
зритель,0
зубовский,0
зураб,0
зэк,-0.666666666666667
зять,0
ибрагим,0
иван,0
иврит,0
игнорировать,-0.6
иго,0
игорь,0
игра,0
играть,0
игровой,0
игрок,-0.111111111111111
игрушечный,-0.333333333333333
игрушка,0
идеал,0.666666666666667
идеализм,0.666666666666667
идеальный,1.4
идейный,1
идентификация,0
идентифицировать,0
идентичный,0
идеолог,0
идеологический,0
идеология,0
идиот,-1.33333333333333
идиотизм,-1.66666666666667
идиотический,-1
идиотский,-1.83333333333333
иезуит,0
иерархия,0
иероглиф,0
иерусалим,0
иерусалимский,0
ижевск,0
изба,0
избавлять,0.333333333333333
избавляться,-0.666666666666667
избегать,-0.333333333333333
избежание,0
избиение,-1.33333333333333
избиратель,0
избирательный,0
избрание,0.2
избранник,0
избыток,0
избыточный,-1.33333333333333
известность,0
известный,-0.25
извинение,0.666666666666667
извиняться,0.333333333333333
извлекать,0
извращать,-1.33333333333333
извращение,-1.25
изгнание,-1.66666666666667
изгой,-1
изготавливаться,0
изготовитель,0
издание,-0.333333333333333
издательство,0
издевательский,-1.22222222222222
издеваться,-2
изделие,0
издержка,-0.666666666666667
излишество,-1
излишний,-0.666666666666667
излучение,0
измайлово,0
измайловский,0
измена,-1.66666666666667
изменение,0
изменяться,-0.222222222222222
измерение,0.333333333333333
измир,0
измученный,-1.33333333333333
изнасилование,-2
изнасиловать,-2
изначальный,0.222222222222222
износ,-0.666666666666667
изнурительный,-1.33333333333333
изобилие,1.75
изобильный,0.888888888888889
изобретательный,0.333333333333333
изобретать,0
изолировать,-0.333333333333333
изоляция,-0.333333333333333
израиль,0
израильский,0
израильтянин,0
израсходовать,-1
изрядный,-0.666666666666667
изумительный,1
изумлять,0
изучение,0.777777777777778
изъятие,-0.666666666666667
изыскание,0.111111111111111
изюминка,1
изящно,1.33333333333333
изящный,1.33333333333333
икона,0
илларион,0
иллюзия,-1
иллюзорный,0.333333333333333
илона,0
ильич,0
ильковский,0
именитый,0
именной,0.333333333333333
имеретинский,0
имидж,0.166666666666667
иммигрант,0
иммиграционный,0
иммиграция,0
иммунитет,0.555555555555556
императорский,0.555555555555556
империалистический,-0.222222222222222
империя,0
имперский,0.333333333333333
импонировать,1
импорт,0
импортировать,0
импортный,0
импульс,0.333333333333333
импульсивный,-0.222222222222222
имущество,0
имя,0
инаугурация,0
инвалид,-0.666666666666667
инвалидность,-1.33333333333333
инвестировать,0
инвестиционный,0
инвестиция,-0.333333333333333
инвестор,0
ингуш,0
ингушетия,-0.111111111111111
индексация,0.333333333333333
индивидуальный,0
индикатор,0
индифферентный,-0.666666666666667
индонезийский,0
индонезия,0
индульгенция,0.666666666666667
индустриализация,0.333333333333333
индустриальный,0
индустрия,0
инженер,0
инженерный,0
инициатива,0.25
инициативный,0.333333333333333
инициировать,0
инновационный,1
инновация,0
иномарка,0
инопланетный,0
инородец,-0.666666666666667
иностранец,-0.222222222222222
иностранный,0
инстинктивный,-0.111111111111111
институт,0
инструмент,0
инсульт,-1.33333333333333
интеграционный,0.222222222222222
интеграция,0.666666666666667
интегрировать,0
интегрироваться,0.166666666666667
интеллект,0.333333333333333
интеллектуал,0.666666666666667
интеллектуальный,1
интеллигент,0
интеллигентный,1
интеллигентский,-0.333333333333333
интеллигенция,0.75
интенсивность,0
интенсивный,0.666666666666667
интервенция,-0.666666666666667
интерес,0.333333333333333
интересный,1.33333333333333
интересовать,-0.333333333333333
интересоваться,0
интернационал,0
интернационалист,0
интернациональный,0
интернет,0
интимный,0
интонация,0
интрига,0
интриговать,0
интуитивный,0
инфантильный,-1
инфаркт,-1.11111111111111
инфекция,-1.66666666666667
инфернальный,-0.666666666666667
инфляция,0
информационный,0
информировать,0.555555555555556
инфраструктура,0
инфраструктурный,0
инцест,-1
инцидент,-1.11111111111111
инъекция,0
иордан,0
иордания,-0.111111111111111
ипотека,0
ипотечный,-0.4
ираклий,0
иракский,-0.555555555555556
иран,0
иранский,0
ирена,0
ири,0
ирина,0
иркутский,0
ирландия,0
иронический,-0.333333333333333
ироничный,0
искажать,0
искажение,-0.333333333333333
исключать,-0.222222222222222
исключение,0.333333333333333
исключительность,0
исключительный,0.333333333333333
исконный,0.5
искренний,1
искренность,1.25
искусственный,-0.333333333333333
искусство,0.666666666666667
искушать,-0.333333333333333
ислам,-0.2
исламист,-0.666666666666667
исламистский,-0.666666666666667
исламский,0
исландский,0
испания,0
испанский,0
исповедовать,0
исполком,0
исполнение,0.333333333333333
исполнительный,0
исполнять,0
использование,0
использовать,0
использоваться,0
испортить,-1.33333333333333
испортиться,-1
исправительный,0.333333333333333
исправление,-0.333333333333333
исправлять,0
исправно,0.666666666666667
исправный,0.666666666666667
испугаться,-0.833333333333333
испытание,-0.333333333333333
испытывать,0
исследование,0.555555555555556
исследователь,0
исследовательский,0
исследовать,0
исступленный,-1
истекать,-0.4
истерический,-1.22222222222222
истеричный,-1125
истинно,0.666666666666667
истинный,0.666666666666667
исток,0.222222222222222
исторический,0
история,0
источник,0.111111111111111
истощение,-1.33333333333333
истребитель,0
истреблять,-1.33333333333333
исфахан,0
исход,0.333333333333333
исчезать,-0.5
исчислять,0.222222222222222
исчисляться,0
италия,0
итальянка,0
итар-тасс,0
итоговый,0
иудаизм,0
иудей,0
иудейский,0
ицхак,0
ичкерия,0
йог,0
кабардино-балкария,0
кабельный,0
кабинет,0
кабул,0
кавалер,0.333333333333333
кавалерия,0
кавказ,0.333333333333333
кавказец,-0.4
кавказский,0
кадастровый,0
каддафи,0
кадровый,0
кадыров,0
казах,0
казахстан,-0.555555555555556
казахстанский,0
казачий,0
казенный,0
казимир,0
казначейство,0
казнить,-1.33333333333333
калашников,0
календарный,0
калечить,-1.33333333333333
калинин,0
калининград,0
калининградец,0.25
калининградский,0
калькулятор,0
камбоджийский,0
камера,0
кампания,0
канада,0
канадский,0
канал,0
канарский,0
кандидатский,0.444444444444444
кандидатура,0
каникулы,0
канонический,0.5
канцелярия,0
канцлер,0
капелька,0.666666666666667
капельница,-0.666666666666667
капитал,0
капитализация,0
капиталист,-1
капитулировать,0.4
капитуляция,0.333333333333333
карачаево-черкесия,0
кардинальный,0
карликовый,0
карманный,0
картинный,-0.333333333333333
касаться,0
каспаров,0
касса,0
кассационный,-0.111111111111111
кастрюля,0.333333333333333
катаклизм,-1
каталония,0
каталонский,-0.333333333333333
катастрофа,-1
катастрофически,-1.66666666666667
катастрофический,-1.66666666666667
катастрофичный,-1.66666666666667
категорический,-0.666666666666667
категория,0
католик,0
католический,0
каторжный,-1.66666666666667
катынский,0
кафедра,0
кафка,0
качественно,1
качественный,1
качество,-0.2
кашин,0
каширский,0
каюта,0.666666666666667
квадратный,0
квалификация,0
квалифицированный,1
квартал,-0.25
кверху,0
квинтэссенция,0.333333333333333
квитанция,0
квн,0
квота,0
кгб,-0.333333333333333
кейптаун,0
кемаль,0
кемерово,0
кемеровский,0
кенигсберг,0
кенийский,0
кеннеди,0
керенский,0
керри,-0.222222222222222
киевлянин,0
киевский,0.25
киллер,-1.22222222222222
килограмм,0
километр,0
кипр,0
киприан,0
киргизия,0
киргизский,0
киселев,0
кислый,-0.666666666666667
китаец,0
китай,0
китай-город,0
китайский,0
китаянка,0
киш,0
кишинев,0
кладбище,-1.22222222222222
кладбищенский,0
клайпеда,0
класс,0
классический,0
классный,0.666666666666667
классовый,-0.333333333333333
класть,0.333333333333333
клевета,-1.33333333333333
клеветнический,-1
клиентский,-0.111111111111111
клиентура,0
климат,0
клиника,0
клинический,0
клоун,-0.333333333333333
клюнуть,-0.333333333333333
ключевой,0.333333333333333
клятвенный,0
кнессет,0
кнопка,0
кнр,0
княжеский,0
князь,0
коалиция,0
коварный,-1
ковыряться,-0.333333333333333
козловский,-0.333333333333333
козни,-1.44444444444444
козырек,0.333333333333333
койка,0
коктебель,0
колебаться,-0.666666666666667
коллаборационист,-0.333333333333333
коллегия,0
коллежский,0
коллективизация,0
коллективный,0
коломенский,0.111111111111111
колониальный,0
колонизация,-0.25
колонна,0
колоритный,0.333333333333333
колоссальный,0.333333333333333
колумбийский,0
колумбия,0
колумнист,-0.222222222222222
колхозник,0.333333333333333
колючий,0
команда,0
команданте,0
командир,0
командный,0.222222222222222
командование,0.333333333333333
командовать,0
комбайн,0
комбинат,0
комедия,0.777777777777778
комиссия,0.25
комитет,0
комический,0.333333333333333
комментарий,0
комментирование,0
комментировать,0
коммерсант,0
коммерческий,0
коммуникация,0
коммунист,0
коммунистический,0
компактный,0
компанейский,0.666666666666667
компания,0
компенсационный,0
компенсировать,0.333333333333333
компетентный,1
комплексный,0.333333333333333
комплимент,0.777777777777778
компонент,0
компромисс,1
компромиссный,0.333333333333333
комсомол,0.333333333333333
комсомольск,0
комсомольский,0
комфортабельный,1.33333333333333
комфортно,1
комфортный,1
конвейер,0
конгресс,0.333333333333333
конечность,0
конечный,0
конкистадор,-0.333333333333333
конкурент,0
конкурентный,0.555555555555556
конкурентоспособность,0.333333333333333
конкурентоспособный,0.666666666666667
конкурировать,0.333333333333333
консалтинговый,-0.333333333333333
консенсус,0
консерватор,-0.222222222222222
консервный,0
консолидация,0.333333333333333
константинополь,0
констатировать,0
конституционный,0
конституция,0
конструкторский,0
конструкция,1
консультация,0
консультировать,0.25
контактировать,-0.2
контингент,-0.333333333333333
континент,0
контр-адмирал,0
контрабанда,-1.22222222222222
контролировать,0
контролироваться,0.111111111111111
контрольный,0
контрразведка,0
контрреволюционный,0
контрреволюция,0
контртеррористический,0.666666666666667
конфиденциальность,0
конфиденциальный,0.333333333333333
конфискация,-0.666666666666667
конфисковать,-0.6
конфликт,-1.33333333333333
конфликтный,-0.888888888888889
конфуцианский,0
концентрационный,-0.333333333333333
концентрация,-0.333333333333333
концептуальный,0.333333333333333
концепция,0
концлагерь,-1.33333333333333
конченый,-1.66666666666667
кооперативный,0.333333333333333
координационный,0
координировать,0
копеечка,0
копеечный,-0.666666666666667
копейка,-0.5
корабль,0
корейский,0
корея,0
кормить,0.333333333333333
королевский,0
коротенький,0.666666666666667
корпоративный,0
корпорация,0
корреспондент,0
коррумпировать,-1.33333333333333
коррупционер,-1
коррупционный,-1.33333333333333
коррупция,-1.33333333333333
корыстный,-1
корявый,-1
косвенный,-0.333333333333333
космический,0
косноязычный,-1.33333333333333
косово,0
коста-рика,0
костлявый,-1.33333333333333
костромской,0
кошмар,-1.33333333333333
кошмарный,-1.33333333333333
коэффициент,0
кпрф,0
краеведческий,0.222222222222222
краевой,0
кража,-1.4
крайний,-0.428571428571429
крайность,-0.333333333333333
краковский,0
красивый,1.44444444444444
краснодарский,0
краснопресненский,0
красноречивый,1.25
красовский,0
красочный,1
красть,-1.66666666666667
краткий,0.333333333333333
креативный,0.333333333333333
кредит,-0.666666666666667
кредитный,-0.333333333333333
кредитование,0
кредитор,-0.333333333333333
крейсер,0
кремировать,-0.333333333333333
кремлевский,0
крепкий,0.75
крепость,0.111111111111111
крест,0
кризис,-1
кризисный,-1
крикливый,-1
криминал,-1
криминалистический,-0.888888888888889
криминальный,-1.33333333333333
криминогенный,-1.11111111111111
кристальный,0.666666666666667
кристоф,0
критерий,0
критиковать,-0.666666666666667
критический,-2
критичный,-0.333333333333333
кровавый,-1.5
кровать,0
кровожадный,-2
кровопролитие,-1.66666666666667
кровопролитный,-1.33333333333333
кровотечение,-1.11111111111111
кропоткинский,0
кропотливый,0.666666666666667
крохотный,-0.666666666666667
крошечный,0
круглосуточный,0
круизный,0
крупнокалиберный,0.333333333333333
крупномасштабный,1.66666666666667
крупный,0.2
круто,0.5
крутой,1.33333333333333
крушение,-1.66666666666667
крымский,0
крымско-татарский,0
крысиный,-2
крыша,0
крышка,0
ксения,0
ксенофобия,-1
кубометр,0
кувшин,0
кудрин,-0.222222222222222
кузбасс,0
куйбышев,0
культ,0
культовый,0.333333333333333
культура,0
культурный,0.111111111111111
куратор,-0.4
курганский,0
курдистан,0
курдский,0
куриный,0
курировать,0
курок,0
куртуазный,-1
кутить,-0.4
кутузов,0
кутузовский,0
кухарка,-1
кучка,-0.666666666666667
кыргызстан,0
лаборатория,0
лабораторный,0.25
лавинообразный,-0.333333333333333
лагерь,-0.2
ладно,0
лазер,0
лазерный,0
лазурный,1.33333333333333
лайнер,0
лакомый,0.666666666666667
лаконичный,0.333333333333333
ласковый,1
ласточкин,0
латвийский,0
латвия,0.333333333333333
латентный,-0.444444444444444
латиноамериканский,0
латинский,0
латыш,0
латышский,0
лауреат,1.66666666666667
лгать,-1.66666666666667
лдпр,0
лебедев,0
левада,-0.222222222222222
левкович,0
левобережный,0
левый,0
легализовать,0.2
легально,0.333333333333333
легальный,0.666666666666667
легендарный,1.33333333333333
легитимность,0.333333333333333
легитимный,0.666666666666667
легкий,0.666666666666667
легковерный,-1.11111111111111
легкодоступный,0
легкомысленный,-1
легкость,1.25
лезгинка,-0.444444444444444
лейпциг,0
лекарство,0.888888888888889
лелеять,0.222222222222222
ленивый,-1
ленинград,0
ленинградка,0
ленинградский,0
лента,0
лентяй,-1.33333333333333
леонид,0
лесбийский,-0.333333333333333
лесбиянка,-0.666666666666667
лестный,-0.222222222222222
летальный,-0.333333333333333
летательный,0
летописец,0
летопись,0
лечебница,-0.333333333333333
лечебный,0.666666666666667
лечение,0
лечить,0.428571428571429
лечиться,0.333333333333333
лженаука,-1.33333333333333
лживый,-2
либерал,-0.333333333333333
либерализация,-0.333333333333333
либеральный,0
ливан,0
ливанский,0
ливийский,-0.333333333333333
лидер,0
лидерство,0.333333333333333
лидировать,0
ликвидация,-0.75
ликвидировать,-0.333333333333333
ликвидность,0
ликвидный,0.666666666666667
лимузин,0
линейка,0
линия,0
липецкий,0
липовый,-1.66666666666667
лиссабон,0
листовка,-0.333333333333333
литва,0
литвиненко,0
литература,0
литовец,0
литовский,0
лихой,-0.25
лихорадка,-0.888888888888889
лихтенштейн,0
лицей,0
лицемерно,-1.33333333333333
лицемерный,-1.11111111111111
лицензионный,0.333333333333333
лицензия,0
лицо,0.333333333333333
личностный,0
личность,0
лишать,-0.666666666666667
лишение,-0.666666666666667
лоб,0
лобби,0
лоббировать,0
лоббист,0
ловушка,-1
логика,0
логический,0
логично,0.333333333333333
ложный,-1
лозунг,0
локальный,0
ломать,-1.33333333333333
ломаться,-0.666666666666667
лондон,0
лопес,0
лопнуть,-1
лос-анджелес,0
лоховый,-0.666666666666667
лошадь,0.666666666666667
лояльность,0.666666666666667
лояльный,-0.333333333333333
лубянка,0
лубянский,0
луганск,0
луганский,0
луговой,0
лужков,-0.333333333333333
лужники,0
лузер,-1.77777777777778
луизиана,0
лукавить,-0.666666666666667
лукавый,-1
лукашенко,0.333333333333333
луна,0
луценко,0
лучезарный,1
львиный,1.2
львовский,0
льготный,1.5
льстивый,-0.666666666666667
любвеобильный,1
любезный,0.75
любимый,1.33333333333333
любитель,0.333333333333333
любительский,0
любоваться,1.33333333333333
любознательный,1
любопытно,0.333333333333333
любопытный,0
любящий,1
людмила,0
людоед,-1.33333333333333
ляп,-1.25
мавзолей,0
магаданский,0
магазин,0.333333333333333
магистраль,0
магический,0.666666666666667
магнитогорск,0
магомедов,0
магомет,0
магриб,0
мажор,-1.4
мажорный,-1
майкл,0
майский,0
максимальный,0.333333333333333
малайзия,0
малахов,-0.333333333333333
малашенко,0
маленький,-0.333333333333333
малинин,0
мало-мальски,0
маловажный,-0.5
маловат,-0.666666666666667
маловероятный,0
малограмотный,-875
малодоступный,-0.666666666666667
малозаметный,0.333333333333333
малозначительный,-0.333333333333333
малоизвестный,0
малоизученный,-0.666666666666667
малоимущий,-0.666666666666667
малоинтересный,-1
маломощный,0
малообразованный,-0.666666666666667
малоросс,0
малоэффективный,-0.666666666666667
малюсенький,-0.333333333333333
манежный,0
маниакальный,-0.666666666666667
манипулировать,-0.8
манипуляция,-0.666666666666667
манифест,0
манифестант,-0.333333333333333
манифестация,-0.333333333333333
мануэль,0
маньчжурия,0
маньчжурский,0
маразматический,-1.4
марафон,0.111111111111111
маргинал,-1
маргинальный,-0.333333333333333
марионетка,-1.33333333333333
маркетинг,0.333333333333333
маркетинговый,0.2
маркировка,0
марксистский,-0.2
марокко,0
марш,0
маршрут,0
массачусетс,0
массивный,0
массированный,0
массовый,-0.5
мастерство,0.333333333333333
масштаб,0
масштабный,0.666666666666667
матвеевский,0
материальный,-0.4
матерь,0
матросский,0
матушка,0.777777777777778
маузер,0
мафиозный,-1
мафия,-0.666666666666667
махачкала,0
машиностроение,0
машиностроительный,0
мвд,0
мга,0
мгимо,0
мгновенный,0.444444444444444
мегаполис,0
мегафон,0
мед,0
медалист,0.666666666666667
меджлис,-0.111111111111111
медикамент,0
мединский,0
медитативный,0.333333333333333
медитация,0.444444444444444
медитировать,0.333333333333333
медицинский,0.222222222222222
медленно,0.333333333333333
медленный,-0.666666666666667
медлительный,-1
медработник,0.5
медресе,0.333333333333333
медсестра,0
медучреждение,0
международный,0
межконтинентальный,0
межконфессиональный,0
межрегиональный,0
мекка,-0.333333333333333
мексика,0
мексиканец,0
мексиканский,0
мелодичный,0.777777777777778
мелодрама,0
мелочный,-1
мелочь,-0.111111111111111
мельник,0
меморандум,0
мемориальный,-0.111111111111111
менеджмент,0
менингит,-1.22222222222222
менталитет,0
ментальность,0.5
меньшинство,-0.666666666666667
мерзкий,-2
мерзость,-1
мерка,-0.333333333333333
меркантильный,-1
меркушкин,0
мертворожденный,-0.75
мертвый,-1.66666666666667
местечко,1
местечковый,-0.888888888888889
местность,0
местный,0
месторождение,0
месячный,0
металлургический,0
металлургия,0
метафизический,0
метафоричный,0.333333333333333
методика,0
методичный,0.25
метрополь,0
механизм,0
механик,0
механический,0
меценат,-0.333333333333333
мечеть,0
мечта,0.666666666666667
мечтательный,0.666666666666667
мечтать,1
мешанина,-1.33333333333333
мешок,0
мигрант,0.333333333333333
миграционный,-0.333333333333333
миграция,0
мидовский,0
мизерный,-0.5
мизулина,-0.111111111111111
микрофон,0
миленький,0.333333333333333
милицейский,0
милиционер,0
милиция,-0.333333333333333
миллиард,0
миллиардер,0
миллиардный,-0.333333333333333
миллион,-0.111111111111111
милосердие,0.666666666666667
милосердный,1.22222222222222
милость,0.333333333333333
мимолетный,0.111111111111111
минарет,-0.111111111111111
минздрав,0
миниатюрный,0.333333333333333
минимальный,0
минимум,0
министерство,0
миннесота,0
минобороны,0.111111111111111
миномет,-0.5
минометный,-0.2
миноносец,0
минский,0
минус,-0.4
мировой,0.25
миролюбивый,1.33333333333333
миротворец,1
миротворческий,0.777777777777778
мирской,0
миссисипи,0
миссия,0.2
миссури,0
мистика,0
мистификация,0.111111111111111
мистический,0
митинг,-0.2
митинговать,-0.333333333333333
митрохин,0.333333333333333
мифический,-0.666666666666667
мифологический,0.222222222222222
михалыч,-0.333333333333333
мичиган,-0.333333333333333
мишарин,0
мишень,0
мкад,0
младший,0
млрд,0
мнение,-0.111111111111111
мнительный,-1
мнить,-1
много,0
многовато,-0.333333333333333
многогранный,0.666666666666667
многодетный,0.666666666666667
многозначительный,0.5
многолетний,0
многоликий,-0.142857142857143
многомерный,0.666666666666667
многомиллиардный,0.333333333333333
многомиллионный,-0.6
многонациональный,0
многообещающий,0.666666666666667
многообразие,0
многоплановый,0
многослойный,0
многострадальный,-0.333333333333333
многотысячный,0
многоуважаемый,1
многоцелевой,0
многочисленный,0
множественный,-0.666666666666667
множество,0
мобилизационный,0
мобилизация,-0.222222222222222
мобильный,0.333333333333333
могила,-0.777777777777778
могилев,0
могильный,-0.333333333333333
могучий,0.666666666666667
могущественный,1
могущество,0.777777777777778
модернизационный,0
модернизация,0
модернизировать,0.666666666666667
моджахед,-0.666666666666667
модификация,0
можайский,0
мозамбик,0
моисей,0
молдавский,0
молдова,0
молитва,0.4
молиться,0
молниеносный,0.333333333333333
молодежный,0.166666666666667
молодежь,0
молоденький,0.333333333333333
молодой,0
молчаливый,-0.444444444444444
молчание,0
моментальный,0
монархический,-0.333333333333333
монархия,0
монголия,0
монгольский,0
мониторинг,-0.111111111111111
монолитный,0
монополия,-0.333333333333333
монреаль,0
монстр,-1
монумент,0
монументальный,1
мопед,0
моральный,0
мораторий,-0.333333333333333
морской,0
москва-река,0
москвич,0.25
москворецкий,0
московия,0
московский,0.333333333333333
мотивация,0.333333333333333
мотивированный,0.333333333333333
мотострелковый,0
мотоциклист,0
мочить,-1.16666666666667
мошенник,-0.333333333333333
мошенничество,-1.33333333333333
мощно,0.666666666666667
мощность,0
мощный,0
мразь,-2
мракобесие,-1.5
мракобесный,-2
мраморный,-0.111111111111111
мрачноватый,-1
мрачный,-1
мрот,0.333333333333333
мстительный,-1.33333333333333
мубарак,0
мудрость,1.44444444444444
мудрый,1.11111111111111
мужественный,1.33333333333333
мужество,1.66666666666667
мужской,0.111111111111111
мужчина,0.111111111111111
мука,-1
мультимедийный,0
мундир,0
муниципальный,0
мурманск,0
мурманский,0
муромец,0.333333333333333
мусор,-1
муссолини,-0.333333333333333
мусульманин,0
мусульманский,-0.111111111111111
мутный,-0.666666666666667
муторный,-1.33333333333333
муфтий,0
мухаммед,0
мученик,0.666666666666667
мучительно,-1.33333333333333
мучительный,-1.66666666666667
мучить,-0.666666666666667
мчс,0
мыльный,-0.5
мыс,0
мыслитель,0.111111111111111
мыслить,0
мышление,0
мышьяк,-625
мэр,0
мэрия,0
мюллер,0
мюнхенский,-0.666666666666667
мягкий,0.5
мягкотелый,-1
мясницкий,0
мясо,0
мясопродукт,-0.666666666666667
мятеж,-0.333333333333333
мятежник,-1
набег,-0.5
набегать,-0.222222222222222
набережная,0
набирать,-0.666666666666667
набираться,0.25
наблюдатель,0
наблюдательный,0.333333333333333
наблюдение,-0.111111111111111
набожный,-0.333333333333333
набрасываться,-1.22222222222222
наведение,0.333333333333333
наверно,0
наверное,0
наверняка,0
навешивать,-0.833333333333333
навигатор,0
наводить,0
навоз,-0.4
наворачивать,-0.5
навредить,-1.2
навязчивый,-1
навязывание,-1.66666666666667
нагло,-1.33333333333333
наглость,-1.33333333333333
наговаривать,-1
нагонять,-0.666666666666667
награбить,-1.66666666666667
награда,1.33333333333333
награждать,1.33333333333333
награждаться,1
награждение,1.33333333333333
нагрузка,0
надбавка,0.333333333333333
надгробие,-0.666666666666667
надгробный,0
надежда,1.33333333333333
надеяться,0
надзиратель,-0.5
надлежащий,0.222222222222222
надменный,-1.33333333333333
надо,0
надобность,0
надоедать,-1
надоедливый,-1.11111111111111
надрываться,-1.33333333333333
надстройка,0
надуманный,-1
наедине,-0.25
наезд,-0.888888888888889
наемный,-0.333333333333333
наживаться,-1.33333333333333
название,-0.2
наземный,0
назидательный,-0.333333333333333
назначать,0
назначение,0
назойливый,-1.33333333333333
назрань,0
назревать,-0.4
называться,0
наиболее,0.333333333333333
наивный,-1
наизнанку,-0.5
наизусть,0
наименее,0
наименование,0
наказание,-1.5
наказывать,-1
наказываться,-0.444444444444444
накапливаться,0
наклоняться,0
наконец,0.333333333333333
накопительный,0.222222222222222
накопление,0.333333333333333
накручивать,-1.25
налаживать,0.666666666666667
налет,-0.333333333333333
наличность,0
налоговый,0
налогооблагаемый,0
нальчик,0
намереваться,-0.2
намерение,0
намного,0
нанесение,-0.666666666666667
наоборот,0
нападать,-1.33333333333333
нападение,-1.33333333333333
нападки,-0.666666666666667
напечатать,0
написание,0
наплевать,-1.33333333333333
наповал,-1.33333333333333
наполеон,0
наполеоновский,-0.5
наполнять,0.333333333333333
напористый,0.4
направление,-0.111111111111111
направлять,0
направляться,-0.2
напрасный,-1
напрягать,-1
напрягаться,-0.333333333333333
напряжение,-0.666666666666667
напряженность,-0.25
напряженный,-0.333333333333333
напугать,-1
напыщенный,-1.28571428571429
наработка,0
наравне,-0.333333333333333
нарастать,-0.333333333333333
нарезать,-0.333333333333333
нарекание,-1.33333333333333
наркобизнес,-1.22222222222222
наркомания,-1
наркоманский,-1.33333333333333
наркота,-1.66666666666667
наркотик,-1
наркотический,-1.33333333333333
народность,0
народный,0.333333333333333
нарочитый,-1
нарушать,-1
нарушение,-1
нарушитель,-1
насаждать,-0.666666666666667
население,0.166666666666667
населять,0.5
насилие,-0.666666666666667
насиловать,-1.33333333333333
насильник,-1
насильно,-1.33333333333333
насильственный,-1.33333333333333
насквозь,0
насколько,0
наслаждаться,1
наслаждение,1
наследие,1
насобирать,-0.333333333333333
насрать,-2
наставление,0.666666666666667
настигать,0
настойчивый,-0.2
настораживать,-1
настоятельно,-0.333333333333333
настоящий,0.25
настраивать,-0.333333333333333
настроение,0
наступательный,-0.333333333333333
наступать,-0.111111111111111
наступление,-0.333333333333333
настырный,-1.33333333333333
насчитывать,0
насчитываться,0
наталья,0
натуралистичный,0
натуральный,0.666666666666667
натяжка,-0.666666666666667
наумович,0
наутек,-1
научаться,0
научно-исследовательский,0.333333333333333
научно-технический,0
находка,0.333333333333333
нахождение,0.3
нахуй,-2
национал-социалист,-0.444444444444444
националист,0
националистический,0
национально-освободительный,0
национальность,0
национальный,0
нацистский,-0.666666666666667
начальник,0
начальство,0
начинание,0.25
начислять,0
наш,0
нашествие,-0.333333333333333
ндс,0
неагрессивный,0.8
неадекватность,-1.66666666666667
неадекватный,-1.33333333333333
неаккуратный,-1
неактивный,-0.222222222222222
неактуальный,-0.666666666666667
